[03/13 22:44:30.489039][debug][15440][Context.cpp:87] Context destroying ...
[03/13 22:44:30.489751][debug][15440][DeviceManager.cpp:59] DeviceManager destroy ...
[03/13 22:44:30.489806][debug][15440][DeviceManager.cpp:67] DeviceManager Destructors done
[03/13 22:44:30.510531][debug][15440][MfPal.cpp:125] WmfPal destroyed!
[03/13 22:44:30.511364][info][15440][Context.cpp:90] Context destroyed
[03/13 22:45:23.073275][debug][27512][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/13 22:45:23.073685][debug][27512][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/13 22:45:23.074274][debug][27512][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/13 22:45:23.074876][debug][27512][AstraUvcDevice.cpp:176] init sensor map start!
[03/13 22:45:23.075143][info][27512][AstraUvcDevice.cpp:193] init sensor map done!
[03/13 22:45:23.075173][debug][27512][AstraUvcDevice.cpp:119] createCommand start!
[03/13 22:45:23.085937][debug][27512][VendorCommand.cpp:198] VendorCommand constructor 12fc9f464f0
[03/13 22:45:23.215320][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.215431][debug][27512][AstraUvcDevice.cpp:172] Command has been created!
[03/13 22:45:23.245456][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/13 22:45:23.245536][info][27512][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
[03/13 22:45:23.245874][debug][27512][AstraUvcDevice.cpp:313] Init depth process param start!
[03/13 22:45:23.245920][debug][27512][AstraUvcDevice.cpp:324] Astra+ long-distance version!
[03/13 22:45:23.276163][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1005, dataLen: 16
[03/13 22:45:23.276834][debug][27512][AstraUvcDevice.cpp:359] disparityParam: baseline: 7.466821, zpd: 129.75062561035156, zpps: 0.11178778111934662, bitSize: 12, unit: 10, packMode: 1
[03/13 22:45:23.276880][debug][27512][AstraUvcDevice.cpp:361] softFilterParam: maxSpeckleSize: 960, maxDiff: 16, filterType: 0
[03/13 22:45:23.307623][debug][27512][HostProtocol.cpp:450] get property value success! propertyId=63, cur={intValue: 0, floatValue: 0}, max={intValue: 1, floatValue: 1.4013e-45}, min={intValue: 0, floatValue: 0},def={intValue: 0, floatValue: 0},step={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.307708][debug][27512][PropertyAccessor.cpp:34] get property value range success! propertyId: 63, range: {max: {intValue: 1, floatValue: 1.4013e-45}, min: {intValue: 0, floatValue: 0}, step: {intValue: 1, floatValue: 1.4013e-45}, def: {intValue: 0, floatValue: 0}}
[03/13 22:45:23.307753][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 0, floatValue: 0}
[03/13 22:45:23.338046][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 0, floatValue: 0}
[03/13 22:45:23.368752][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.393615][debug][27512][HostProtocol.cpp:417] Set property value, propertyId=63, value={intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.418932][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 63, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.449544][debug][27512][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1001, dataLen: 136
[03/13 22:45:23.470481][info][27512][AstraUvcDevice.cpp:402] Init depth process param done!
[03/13 22:45:23.470981][info][27512][AstraUvcDevice.cpp:23] Astra device created! PID: 0x0636, SN: BY1N73300A2
[03/13 22:45:23.471009][debug][27512][UsbDeviceEnumerator.cpp:338] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.471033][info][27512][DeviceManager.cpp:157] Device created successfully! Name: Astra+, PID: 0x0636, SN/ID: BY1N73300A2
[03/13 22:45:23.477456][debug][27512][FrameProcessor.cpp:70] FrameProcessor init with 1 blocks! @1304870353872
[03/13 22:45:23.477891][debug][27512][FrameProcessingBlock.cpp:26] Block created with frame queue size: 10
[03/13 22:45:23.478101][debug][27512][FrameProcessor.cpp:78]  - block: FormatConverter, status: disable
[03/13 22:45:23.478614][debug][27512][VideoSensor.cpp:267] VideoSensor construct!
[03/13 22:45:23.479084][debug][27512][VideoSensor.cpp:303] VideoSensor created, @OB_SENSOR_COLOR
[03/13 22:45:23.479237][info][27512][AstraUvcDevice.cpp:276] Color sensor has been created!
[03/13 22:45:23.580453][debug][27512][PropertyAccessor.cpp:17] set property value success! propertyId: 2000, value: {intValue: 1, floatValue: 1.4013e-45}
[03/13 22:45:23.581135][debug][27512][Pipeline.cpp:29] Pipeline init ...
[03/13 22:45:23.581172][debug][27512][Pipeline.cpp:165] loadFrameQueueSizeConfig() config queue size: 10
[03/13 22:45:23.581397][info][27512][Pipeline.cpp:44] Pipeline created with device: {name: Astra+, sn: BY1N73300A2}, @0x12FD0540420
[03/13 22:45:23.585091][debug][27512][VideoSensor.cpp:448] Query stream profile! size= 95, SensorType=OB_SENSOR_COLOR
[03/13 22:45:23.585128][debug][27512][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 640, height: 480, fps: 30}
[03/16 21:35:51.008647][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 10}
[03/16 21:35:51.008659][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 10}
[03/16 21:35:51.008671][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 1920, height: 1080, fps: 7}
[03/16 21:35:51.008683][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 1920, height: 1080, fps: 7}
[03/16 21:35:51.008695][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_NV12, width: 2048, height: 1536, fps: 15}
[03/16 21:35:51.008708][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_MJPG, width: 2048, height: 1536, fps: 15}
[03/16 21:35:51.008720][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 25}
[03/16 21:35:51.008731][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 15}
[03/16 21:35:51.008743][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 10}
[03/16 21:35:51.008755][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 640, height: 480, fps: 7}
[03/16 21:35:51.008767][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 15}
[03/16 21:35:51.008779][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 10}
[03/16 21:35:51.008791][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 800, height: 600, fps: 7}
[03/16 21:35:51.008803][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 10}
[03/16 21:35:51.008815][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1280, height: 720, fps: 7}
[03/16 21:35:51.008827][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 1920, height: 1080, fps: 5}
[03/16 21:35:51.008839][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_YUYV, width: 2048, height: 1536, fps: 3}
[03/16 21:35:51.008851][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/16 21:35:51.008863][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 15}
[03/16 21:35:51.008899][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 10}
[03/16 21:35:51.008914][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 7}
[03/16 21:35:51.008927][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 30}
[03/16 21:35:51.008939][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 15}
[03/16 21:35:51.008951][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 10}
[03/16 21:35:51.008963][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 320, height: 240, fps: 7}
[03/16 21:35:51.008975][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 30}
[03/16 21:35:51.008987][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 15}
[03/16 21:35:51.008999][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 10}
[03/16 21:35:51.009011][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 800, height: 600, fps: 7}
[03/16 21:35:51.009023][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 30}
[03/16 21:35:51.009035][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 15}
[03/16 21:35:51.009047][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 10}
[03/16 21:35:51.009059][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1280, height: 720, fps: 7}
[03/16 21:35:51.009071][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 30}
[03/16 21:35:51.009083][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 15}
[03/16 21:35:51.009095][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 10}
[03/16 21:35:51.009107][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 1920, height: 1080, fps: 7}
[03/16 21:35:51.009118][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 2048, height: 1536, fps: 15}
[03/16 21:35:51.009130][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 30}
[03/16 21:35:51.009142][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 15}
[03/16 21:35:51.009154][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 10}
[03/16 21:35:51.009166][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 640, height: 480, fps: 7}
[03/16 21:35:51.009178][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 30}
[03/16 21:35:51.009190][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 15}
[03/16 21:35:51.009202][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 10}
[03/16 21:35:51.009214][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 320, height: 240, fps: 7}
[03/16 21:35:51.009226][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 30}
[03/16 21:35:51.009239][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 15}
[03/16 21:35:51.009251][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 10}
[03/16 21:35:51.009264][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 800, height: 600, fps: 7}
[03/16 21:35:51.009275][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 30}
[03/16 21:35:51.009287][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 15}
[03/16 21:35:51.009299][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 10}
[03/16 21:35:51.009311][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1280, height: 720, fps: 7}
[03/16 21:35:51.009323][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 30}
[03/16 21:35:51.009336][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 15}
[03/16 21:35:51.009348][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 10}
[03/16 21:35:51.009360][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 1920, height: 1080, fps: 7}
[03/16 21:35:51.009373][debug][20292][VideoSensor.cpp:450]  - {type: OB_STREAM_COLOR, format: OB_FORMAT_BGRA, width: 2048, height: 1536, fps: 15}
[03/16 21:35:54.506052][debug][20292][Pipeline.cpp:174] Pipeline start() start!
[03/16 21:35:54.506134][debug][20292][FrameProcessingBlockManager.cpp:75]  FrameProcessingBlockManager started, 0 blocks contained!
[03/16 21:35:54.506174][info][20292][Pipeline.cpp:239] Try to start streams!
[03/16 21:35:54.506217][debug][20292][VideoSensor.cpp:565] VideoSensor::start, @OB_SENSOR_COLOR
[03/16 21:35:54.506256][debug][20292][FrameMemoryPool.cpp:35] FrameMemoryPool created!
[03/16 21:35:54.506305][debug][20292][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::ColorFrame, obj addr:0x2824d3c9430, frame obj total size:0.879MB
[03/16 21:35:54.506331][debug][20292][FrameMemoryPool.cpp:75] ColorFrame bufferManager created!
[03/16 21:35:54.506383][debug][20292][FrameProcessor.cpp:125] Frame processor active blocks chain update: input ->FormatConverter -> output
[03/16 21:35:54.506404][debug][20292][FrameProcessor.cpp:137] FrameProcessor started, 1 blocks contained!
[03/16 21:35:54.506436][info][20292][VideoSensor.cpp:663] start OB_SENSOR_COLOR stream with profile: {type: OB_STREAM_COLOR, format: OB_FORMAT_RGB888, width: 640, height: 480, fps: 30}
[03/16 21:35:54.658492][debug][20292][VideoSensor.cpp:714] Stream state changed to STREAM_STATE_STARTING. @OB_SENSOR_COLOR
[03/16 21:35:54.658545][debug][20292][VideoSensor.cpp:716] Stream starting! @OB_SENSOR_COLOR
[03/16 21:35:54.658581][debug][20292][Pipeline.cpp:250] Sensor stream started, sensorType=OB_SENSOR_COLOR
[03/16 21:35:54.658596][info][20292][Pipeline.cpp:252] Start streams done!
[03/16 21:35:54.658610][info][20292][Pipeline.cpp:235] Pipeline start done!
[03/16 21:35:54.765298][warning][20292][Pipeline.cpp:328] Wait for frame timeout, you can try to increase the wait time! current timeout=100
[03/16 21:35:54.808460][debug][15012][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/16 21:35:54.808531][debug][15012][VideoSensor.cpp:505] Stream state changed to STREAM_STATE_STREAMING. @OB_SENSOR_COLOR
[03/16 21:35:54.808891][debug][15012][FrameProcessingBlock.cpp:59] FrameProcessingBlock@class libobsensor::FormatConverter process thread started!
[03/16 21:35:54.809274][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/16 21:35:54.809599][debug][23568][FrameBufferManager.hpp:65] FrameBufferManager created! frame type:class libobsensor::FrameSet, obj addr:0x2824d3cd170, frame obj total size:0.000MB
[03/16 21:35:54.809618][debug][23568][FrameMemoryPool.cpp:91] Frameset bufferManager created!
[03/16 21:35:54.809636][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/16 21:35:54.809676][debug][23568][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR
[03/16 21:35:54.855687][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/16 21:35:54.856052][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/16 21:35:54.886858][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/16 21:35:54.887203][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=3.518MB, max limit=2048.000MB
[03/16 21:35:54.919185][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/16 21:35:54.919503][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/16 21:35:54.966711][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/16 21:35:54.967005][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=5.277MB, max limit=2048.000MB
[03/16 21:35:54.998777][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=6.156MB, max limit=2048.000MB
[03/16 21:35:54.999072][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=6.157MB, max limit=2048.000MB
[03/16 21:35:55.047360][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/16 21:35:55.047657][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.036MB, max limit=2048.000MB
[03/16 21:35:55.095182][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.879MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.095577][debug][23568][FrameBufferManager.cpp:35] New frame buffer allocated=0.000MB, total usage: allocated=7.916MB, max limit=2048.000MB
[03/16 21:35:55.134457][info][20292][Pipeline.cpp:362] Try to stop pipeline!
[03/16 21:35:55.134502][info][20292][Pipeline.cpp:334] Try to stop streams!
[03/16 21:35:55.134526][debug][20292][VideoSensor.cpp:720] VideoSensor::stop, @OB_SENSOR_COLOR
[03/16 21:35:55.134545][debug][20292][VideoSensor.cpp:743] Stream state changed to STREAM_STATE_STOPPING. @OB_SENSOR_COLOR
[03/16 21:35:55.465009][debug][20292][VideoSensor.cpp:769] stream stoped! @OB_SENSOR_COLOR
[03/16 21:35:55.469364][debug][20292][FrameProcessingBlock.cpp:74] Process thread stoped! class libobsensor::FormatConverter@0x281facabab0 
[03/16 21:35:55.469409][debug][20292][FrameProcessor.cpp:147] FrameProcessor stoped!
[03/16 21:35:55.469434][debug][20292][VideoSensor.cpp:758] Stream state changed to STREAM_STATE_STOPED. @OB_SENSOR_COLOR
[03/16 21:35:55.469450][info][20292][VideoSensor.cpp:772] Video sensor stopped, @OB_SENSOR_COLOR
[03/16 21:35:55.469466][info][20292][Pipeline.cpp:347] Sensor stream stopped, sensorType=OB_SENSOR_COLOR
[03/16 21:35:55.469479][info][20292][Pipeline.cpp:353] Stop streams done!
[03/16 21:35:55.469495][debug][20292][FrameProcessingBlockManager.cpp:84] FrameProcessingBlockManager stoped!
[03/16 21:35:55.469512][debug][20292][FrameProcessingBlockManager.cpp:20] Processing block list cleared!
[03/16 21:35:55.469538][info][20292][Pipeline.cpp:391] Stop pipeline done!
[03/16 21:35:55.469556][debug][20292][Pipeline.cpp:65] Pipeline deInit start!
[03/16 21:35:55.469570][info][20292][Pipeline.cpp:72] Pipeline destroyed! @0x28180E24180
[03/16 21:35:55.469590][info][20292][AstraUvcDevice.cpp:27] Astra device destroyed! PID: 0x0636, SN: BY1N73300A2
[03/16 21:35:55.469606][debug][20292][VideoSensor.cpp:307] VideoSensor::~VideoSensor(), @OB_SENSOR_COLOR
[03/16 21:35:55.469621][info][20292][VideoSensor.cpp:336] VideoSensor destroyed, @OB_SENSOR_COLOR
[03/16 21:35:55.469660][debug][20292][VendorCommand.cpp:206] destructor 28180d4a5b0
[03/16 21:35:55.469682][debug][20292][VendorCommand.cpp:452] disableHeartBeat heartBeatHelper_: 0000000000000000
[03/16 21:35:55.469696][debug][20292][HostProtocol.cpp:139] ~HostProtocol()
[03/16 21:35:55.469723][debug][23352][HostProtocol.cpp:167] emitTranDataFutureSignalThread_ finish
[03/16 21:35:55.471497][debug][20292][FrameProcessor.cpp:91] FrameProcessor destroyed! @2755235452688
[03/16 21:35:55.471798][debug][20292][Context.cpp:87] Context destroying ...
[03/16 21:35:55.471824][debug][20292][DeviceManager.cpp:59] DeviceManager destroy ...
[03/16 21:35:55.471838][debug][20292][DeviceManager.cpp:67] DeviceManager Destructors done
[03/16 21:35:55.702548][debug][20292][MfPal.cpp:125] WmfPal destroyed!
[03/16 21:35:55.703288][debug][20292][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::FrameSet,  obj addr:0x2824d3cd170
[03/16 21:35:55.703328][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703349][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703367][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703385][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703402][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703419][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.915MB, max limit=2048.000MB
[03/16 21:35:55.703435][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/16 21:35:55.703453][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.000MB, total usage: allocated=7.914MB, max limit=2048.000MB
[03/16 21:35:55.703485][debug][20292][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2824d3cd170
[03/16 21:35:55.703505][debug][20292][FrameBufferManager.hpp:72] FrameBufferManager destroying...! frame type: class libobsensor::ColorFrame,  obj addr:0x2824d3c9430
[03/16 21:35:55.703526][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=7.035MB, max limit=2048.000MB
[03/16 21:35:55.703545][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=6.155MB, max limit=2048.000MB
[03/16 21:35:55.703564][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=5.276MB, max limit=2048.000MB
[03/16 21:35:55.703582][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=4.397MB, max limit=2048.000MB
[03/16 21:35:55.703601][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=3.517MB, max limit=2048.000MB
[03/16 21:35:55.703619][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=2.638MB, max limit=2048.000MB
[03/16 21:35:55.703640][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=1.759MB, max limit=2048.000MB
[03/16 21:35:55.703661][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.879MB, max limit=2048.000MB
[03/16 21:35:55.703680][debug][20292][FrameBufferManager.cpp:54] Frame buffer released=0.879MB, total usage: allocated=0.000MB, max limit=2048.000MB
[03/16 21:35:55.703696][debug][20292][FrameBufferManager.cpp:69] AbstractFrameBufferManager destroyed! manager type:class libobsensor::AbstractFrameBufferManager,  obj addr:0x2824d3c9430
[03/16 21:35:55.703715][info][20292][Context.cpp:90] Context destroyed
[03/16 21:35:55.703766][debug][14004][Pipeline.cpp:270] Frame received on pipeline! type=OB_FRAME_COLOR [**7 logs in 894ms, last: 21:35:55.095601**]
[03/16 21:37:06.372672][debug][23072][DeviceManager.cpp:112] DeviceManager  createDevice...
[03/16 21:37:06.372844][debug][23072][UsbDeviceEnumerator.cpp:289] UsbDeviceEnumerator createDevice...
[03/16 21:37:06.372927][debug][23072][AstraUvcDevice.cpp:17] AstraUvcDevice init ...
[03/16 21:37:06.373014][debug][23072][AstraUvcDevice.cpp:176] init sensor map start!
[03/16 21:37:06.373037][info][23072][AstraUvcDevice.cpp:193] init sensor map done!
[03/16 21:37:06.373049][debug][23072][AstraUvcDevice.cpp:119] createCommand start!
[03/16 21:37:06.378611][debug][23072][VendorCommand.cpp:198] VendorCommand constructor 2a8ca1c7890
[03/16 21:37:06.502709][debug][23072][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/16 21:37:06.502797][debug][23072][AstraUvcDevice.cpp:172] Command has been created!
[03/16 21:37:06.533558][debug][23072][PropertyAccessor.cpp:50] get firmware data success! propertyId: 1000, dataLen: 164
[03/16 21:37:06.533637][info][23072][AbstractDevice.cpp:124] 	- Firmware version: 1.0.22
